Representative_Sequence	total	0001	0002	0003	0004	0005	0006	0007	0008	0009	0010	0011	0012	0013	0014	0015	0016	0017	0018	0019	0020	0021	0022	0023	0024	0025	0026	0027	0028	0029	0030	0031	0032	0033	0034	0035	0036	0037	0038	0039	0040	0041	0042	0043	0044	0045	0046	0047	0048	0049	0050	0051	0052	0053	0054	0055	0056	0057	0058	0059	0060	0061	0062	0063	0064	0065	0066	0067	0068	0069	0070	0071	0072	0073	0074	0075	0076	0077	0078	0079	0080	0081	0082	0083	0084	0085	0086	0087	0088	0089	0090	0091	0092	0093	0094	0095	0096	0097	0098	0099	0100	0101	0102	0103	0104	0105	0106	0107	0108	0109	0110	0111	0112	0113	0114	0115	0116	0117	0118	0119	0120	0121	0122	0123	0124	0125	0126	0127	0128	0129	0130	0131	0132	0133	0134	0135	0136	0137	0138	0139	0140	0141	0142	0143	0144	0145	0146	0147	0148	0149	0150	0151	0152	0153	0154	0155	0156	0157	0158	0159	0160	0161	0162	0163	0164	0165	0166	0167	0168	0169	0170	0171	0172	0173	0174	0175	0176	0177	0178	0179	Mock1	Mock2	NTCI1	NTCI2	NTCTS1	NTCTS2
Zotu2795	1674	173	33	0	32	31	0	0	0	0	0	0	3	35	0	0	131	0	0	0	0	2	0	37	31	67	0	0	11	0	79	0	0	0	0	0	0	0	13	0	4	7	0	8	0	8	2	9	5	0	0	79	3	3	0	10	0	16	0	0	4	1	0	21	0	0	4	0	0	38	0	89	0	37	0	48	162	0	0	35	0	0	135	1	3	0	169	0	2	2	0	0	11	0	0	0	0	0	0	1	0	6	0	0	3	0	0	0	1	0	0	0	7	0	7	0	0	1	0	0	1	0	0	0	0	0	0	0	3	2	4	3	0	0	36	0	0	0	0	0	0	0	3	0	4	0	0	0	3	17	1	0	0	0	0	77	0	0	1	1	0	12	3	2	49	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
Zotu48	8710	1230	1	0	1526	9	0	0	0	0	4	342	0	0	0	603	2746	0	0	3	0	1	5	33	0	0	72	0	4	0	0	0	0	0	0	30	0	0	1	0	11	4	0	33	0	10	0	0	19	0	3	54	171	4	0	2	0	0	1767	0	89	87	4	4	0	0	0	0	0	0	0	0	0	11	0	17	1	6	0	0	0	0	102	6	0	15	24	26	0	38	1	3	1	36	0	0	0	0	1	0	1	0	0	0	105	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	15	17	1	0	0	67	0	0	0	0	0	2	0	0	0	0	17	57	0	3	0	69	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	114	24	0	94	8	0	0	0	0	3	0	0	12	0	0	0	0	0	0	12	0	148	0	0	0	0	0	0	0
Zotu1214	593	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	219	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	142	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	1	0	0	0	48	0	0	0	0	0	5	0	0	0	0	0	0	0
Zotu308	1572	180	111	0	0	0	0	2	0	0	0	0	0	1	0	8	16	0	0	0	0	0	0	0	0	254	1	0	0	41	26	0	0	0	0	0	0	0	1	2	2	0	0	3	0	0	0	58	6	0	0	50	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	195	0	1	0	2	0	0	0	62	0	0	223	1	0	0	220	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	0	0	0	6	0	9	19	0	0	0	0	0	0	0	0	0	0	1	0	0	42	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	2	0	3	101	0	0	1	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu297	2567	49	112	1	0	0	0	398	0	1	0	7	24	0	0	0	0	0	0	7	0	0	0	0	0	0	0	25	0	0	0	48	0	0	0	75	0	0	16	0	0	3	0	74	0	0	0	254	22	0	127	0	0	2	1	0	0	3	0	0	7	2	398	5	0	0	4	0	0	1	0	1	211	1	0	0	0	1	0	28	0	0	40	28	5	19	0	0	4	9	0	1	0	0	0	0	0	0	0	0	16	0	0	0	3	0	2	1	1	2	0	56	29	8	0	0	30	0	0	94	0	0	0	0	0	15	0	25	0	0	0	0	0	0	0	5	0	8	0	0	0	2	3	5	0	8	0	0	0	61	1	65	0	0	60	0	0	0	8	1	0	0	9	0	0	64	1	2	0	1	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu57	9212	373	162	2	1	208	491	74	0	0	1	0	50	8	0	19	40	0	0	224	0	32	0	81	2	351	83	27	36	96	219	934	0	0	0	0	37	0	24	2	196	0	0	290	1	35	213	48	94	0	8	38	838	5	191	133	0	11	0	0	244	15	94	38	0	0	9	0	26	131	0	285	297	88	67	96	201	2	0	54	32	0	139	11	260	0	13	1	323	219	0	2	25	13	0	1	0	0	0	12	1	43	8	11	21	0	0	133	32	3	45	23	0	0	1	0	0	42	0	5	28	0	1	4	0	53	0	52	14	18	9	12	0	61	0	76	0	1	0	2	6	8	3	0	6	0	1	17	7	0	9	0	13	0	13	0	0	0	2	69	1	29	2	27	0	189	0	0	30	32	9	2	0	0	0	0	12	21	0	0	0	0	2	0	0	0
Zotu1010	482	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	39	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu183	4063	67	112	1	0	62	0	0	0	7	0	5	51	83	0	0	0	100	0	1	0	0	0	76	0	0	0	0	20	1	0	103	0	0	0	0	0	85	60	0	0	1	0	7	0	72	80	116	75	2	122	0	1	190	0	66	0	16	30	0	2	23	0	54	0	847	0	45	0	131	0	0	6	164	0	0	18	0	1	37	0	0	488	7	0	36	0	0	30	7	1	0	19	0	54	47	0	0	0	0	4	2	15	0	0	0	0	0	1	1	0	2	56	0	8	0	11	0	49	45	0	1	0	0	1	36	0	29	10	2	14	0	0	20	0	2	0	1	6	1	0	0	0	10	0	0	1	0	0	8	35	1	1	0	20	0	30	0	3	2	0	0	0	12	0	6	25	0	0	16	4	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0
Zotu452	2236	4	116	0	0	37	0	0	0	0	19	21	21	18	0	19	72	0	0	0	2	0	9	0	0	0	0	0	24	74	0	0	45	2	0	35	0	0	7	19	6	0	3	0	0	0	0	60	19	0	59	0	37	53	0	46	22	27	0	0	0	13	0	34	0	20	0	5	0	140	2	13	1	0	0	18	5	33	0	26	0	53	8	19	174	165	0	18	35	0	0	9	8	23	43	7	0	0	0	45	36	0	10	0	0	0	0	0	0	7	0	5	13	0	0	0	33	0	0	15	2	2	0	0	0	15	0	2	19	6	12	0	0	0	0	2	0	8	1	7	7	7	21	1	4	0	25	0	8	9	18	0	7	0	16	0	1	1	8	2	0	8	16	1	0	0	1	36	0	3	4	30	0	17	0	0	1	0	0	0	0	0	0	0	0	0
Zotu450	2095	36	54	4	0	41	0	76	0	0	0	22	17	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	26	0	100	7	0	2	0	137	0	0	15	0	0	8	0	29	0	0	0	152	43	0	58	0	0	11	0	0	0	3	0	0	60	3	75	18	0	0	118	0	0	1	0	14	60	0	0	0	1	0	0	84	0	0	60	37	9	45	0	0	5	66	0	0	0	0	0	0	0	0	0	2	11	0	3	0	2	0	6	8	12	5	0	24	29	2	1	0	77	0	0	46	1	0	0	16	0	12	0	1	1	1	0	0	0	0	0	4	0	6	1	2	0	4	2	15	1	11	2	0	0	87	3	138	1	0	27	0	0	0	13	9	0	0	1	0	0	8	3	1	0	2	0	0	26	0	0	0	0	3	0	0	0	0	0	0	0	0
Zotu573	602	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu2971	423	13	0	0	0	3	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	1	0	0	17	0	0	0	0	10	0	0	0	22	0	0	10	0	0	27	1	0	0	0	2	69	7	26	1	0	0	0	0	4	0	0	4	0	0	0	0	10	10	0	28	0	5	1	22	7	0	0	0	0	0	0	0	11	0	5	0	1	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	20	0	0	0	6	1	4	0	11	0	0	0	6	0	0	0	3	0	0	0	0	0	0	14	1	0	2	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu943	652	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	14	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	47	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu216	2010	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	931	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	164	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Zotu3723	1483	67	31	0	0	29	107	28	0	0	0	0	23	1	0	8	3	0	0	34	0	6	0	7	0	61	8	8	9	17	75	91	0	1	0	0	1	0	6	0	12	1	0	48	0	7	13	10	52	0	1	3	125	0	30	25	0	4	0	0	33	9	22	36	0	0	0	0	5	20	0	45	43	3	17	12	18	0	0	3	5	0	28	0	28	0	1	0	53	34	1	0	9	0	0	0	0	0	0	0	0	5	7	1	1	0	0	22	3	0	3	4	0	0	0	0	0	1	0	3	4	0	0	1	0	6	0	7	5	2	0	4	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	5	0	0	0	0	0	0	17	2	14	0	0	0	17	0	0	2	7	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Zotu599	804	76	0	0	0	0	0	33	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	2	0	0	0	0	0	15	0	14	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	85	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	63	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	89	1	5	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3533	221	51	11	0	0	13	0	3	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	2	0	23	0	0	3	1	12	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	1	0	0	1	1	0	3	18	0	3	0	0	0	0	0	2	0	0	0	0	0	20	0	14	0	5	0	0	1	0	0	2	0	0	28	0	2	0	2	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu204	2002	165	0	0	1	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	4	0	0	642	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	552	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	257	7	1	4	0	0	0	0	65	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2490	1468	264	0	0	159	25	0	0	0	0	12	56	0	0	0	15	204	0	0	4	0	44	4	79	0	0	40	0	15	3	0	0	0	0	0	7	0	0	0	0	2	0	0	44	0	10	0	0	0	0	0	4	54	1	0	5	0	0	162	0	24	11	0	4	0	0	0	0	0	1	0	0	0	28	0	158	2	8	0	0	1	0	28	0	0	15	3	16	0	15	0	0	0	21	0	0	0	0	0	0	0	2	0	0	17	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	13	7	0	0	0	15	0	0	0	0	0	4	0	0	0	0	2	12	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	27	4	0	18	8	0	0	0	0	4	1	0	3	0	0	0	0	0	0	3	0	18	0	0	0	0	0	0	0
Zotu1975	6	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu515	3611	56	5	0	81	153	0	41	0	47	10	122	23	44	0	13	21	28	0	0	0	3	5	217	75	0	220	46	44	10	23	8	0	0	0	0	0	0	44	15	280	7	0	9	0	85	51	4	58	0	18	0	202	17	0	83	0	31	86	0	157	10	1	57	0	0	19	0	0	59	0	6	0	174	0	47	55	14	2	19	13	0	24	3	4	0	0	4	66	103	0	0	18	15	0	1	0	0	0	7	0	15	10	0	67	0	0	0	0	7	11	0	15	5	18	0	2	2	0	0	0	0	2	1	0	10	0	5	2	21	6	20	1	14	0	0	1	0	0	2	0	13	0	0	6	0	0	2	0	0	12	0	2	0	22	0	0	103	0	0	0	10	1	2	0	14	1	0	19	2	5	0	0	0	0	0	5	7	39	0	0	0	0	0	2	0
Zotu73	4705	1259	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1258	9	0	0	0	0	6	0	0	0	0	0	0	18	0	0	0	8	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	1120	0	0	0	0	0	0	0	1	0	545	0	4	0	0	0	0	0	0	0	0	1140	0	0	0	0	0	3	0	0	0	0	0	0	0
Zotu502	805	224	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	1	0	0	41	0	0	1	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu6069	62	62	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6288	545	8	10	0	9	8	1	3	0	0	0	23	4	3	0	0	5	2	0	2	0	0	0	24	1	17	1	8	4	3	5	6	0	0	0	0	3	1	1	0	2	1	0	7	0	9	18	4	8	0	2	2	24	2	5	6	0	6	0	0	21	1	20	1	0	0	0	0	0	9	0	12	6	38	0	16	11	0	0	5	1	0	10	0	10	0	0	0	16	12	0	0	1	5	0	0	0	0	0	1	2	0	0	0	3	0	0	6	0	2	0	0	6	0	6	0	9	4	0	2	0	0	0	0	0	3	0	4	0	3	3	2	0	1	1	4	0	0	0	0	2	1	1	2	0	0	0	0	6	9	1	0	0	0	3	4	0	3	0	3	0	0	1	0	6	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zotu23	13114	204	0	0	0	237	0	6	0	0	14	0	232	1015	0	317	0	0	0	0	0	0	21	0	1	0	10	2	134	642	163	0	0	0	0	0	0	0	0	5	34	0	0	2	0	0	0	0	437	0	287	0	652	0	0	1	0	532	1282	0	0	526	14	0	0	0	477	0	0	0	0	1	0	2	0	0	0	4	0	370	74	0	219	388	311	0	0	4	759	0	0	0	0	125	389	558	0	0	1	0	2	344	54	0	6	0	0	0	0	0	12	19	0	0	116	0	0	0	0	0	0	0	0	41	0	271	0	0	584	51	41	105	0	0	0	1	15	0	0	0	0	76	61	0	48	0	1	28	0	0	387	0	34	0	61	0	0	2	0	0	44	0	56	7	0	1	9	0	6	121	88	0	0	0	0	0	94	36	41	0	1	0	0	1	0	1
Zotu1366	25	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu54	6344	6	0	0	1	0	0	1038	0	0	0	0	2	13	430	166	0	10	0	1	89	0	0	0	0	0	0	0	2	38	0	0	2428	5	6	0	2	0	0	0	0	275	1	0	0	0	0	0	0	480	0	7	12	14	0	5	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	9	0	1	0	171	0	15	12	1	102	1	0	0	0	21	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	401	0	2	0	0	12	0	0	0	0	0	159	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	274	0	1	0	5	0	0	0	0	0	0	0	4	82	0	0	0	0	0	0
Zotu6	37360	69	592	0	16	1318	81	77	0	0	0	4536	249	226	0	2596	229	0	0	1768	1	254	0	2087	212	221	43	62	356	524	7	20	0	0	0	0	5	0	28	0	100	2	0	317	4	697	206	491	716	0	0	212	104	3	4	805	0	179	0	0	5092	8	583	42	0	0	47	0	20	63	0	317	178	4275	0	236	30	0	0	39	3	0	133	2	2	0	156	0	344	1984	2	0	39	185	0	4	0	0	0	5	2	0	2	0	91	0	0	168	1	1	25	0	6	0	60	0	2	124	0	50	6	0	0	5	0	474	0	4	73	79	0	2	0	31	3	104	0	0	0	0	203	10	0	1	21	0	0	6	1365	11	68	1	2	0	0	8	0	10	0	222	2	14	1	733	8	3	0	21	18	109	1	14	0	0	0	0	7	33	1	0	2	0	1	1	12	1
Zotu6212	20	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu528	1688	30	2	0	0	0	0	127	0	28	26	3	9	52	0	0	3	197	156	8	0	0	7	35	0	0	0	20	0	0	0	0	5	0	0	9	0	82	0	3	0	0	2	4	0	0	35	2	4	0	0	0	0	77	1	14	2	60	94	2	2	4	4	0	0	60	0	42	0	31	0	3	19	1	0	1	0	2	0	1	4	170	51	0	10	0	0	12	2	1	1	0	0	0	2	0	0	0	0	11	1	12	1	0	0	0	0	0	4	2	0	2	13	29	10	0	0	0	0	0	0	0	0	1	0	1	0	1	4	10	0	15	0	5	0	0	0	0	0	1	0	0	0	6	0	23	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	2	2	0	0	0	0	2	3	0	26	0	0	0	0	0	0	0
Zotu5647	3349	140	211	0	33	83	0	0	0	6	0	0	70	0	0	0	0	223	0	0	0	0	0	18	0	0	0	19	26	0	0	158	0	0	0	0	0	10	0	0	0	104	1	26	22	51	35	137	120	0	0	0	0	0	0	72	0	0	110	0	0	0	0	35	306	243	0	0	23	0	0	109	329	100	0	0	0	0	0	67	0	0	152	25	47	0	0	0	0	1	0	0	0	0	37	34	0	0	0	0	0	26	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	23	26	0	0	12	0	30	0	0	8	0	11	10	0	5	0	3	0	0	0	9	0	0	14	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	3	50	13	7	0	0	0	0	2	2	14	7	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0
Zotu6401	1883	20	46	4	24	6	1	8	2	2	2	8	3	5	0	0	0	29	101	2	85	0	0	52	0	2	5	3	4	2	57	10	97	1	1	6	1	24	14	0	8	15	22	12	0	9	2	45	10	0	60	0	10	46	8	4	124	7	29	27	16	4	9	7	13	72	14	24	5	19	12	4	8	55	0	17	5	0	0	9	0	5	31	3	22	2	0	0	8	10	6	3	8	3	4	3	0	47	18	7	9	3	7	0	0	78	2	10	2	0	0	3	11	5	2	0	4	3	0	6	1	1	0	4	2	8	0	6	0	0	9	4	0	1	13	9	0	1	2	0	0	2	1	5	0	3	1	12	0	13	7	11	6	7	2	2	3	0	2	26	1	0	0	3	5	9	4	0	4	0	1	1	5	11	0	3	3	1	5	0	0	0	0	0	0	0
Zotu5	46198	148	6	0	391	0	0	0	0	3	4	0	0	0	20	0	3	221	8723	0	2	251	1	1	37	990	0	0	0	0	135	0	0	0	8	5	0	0	349	0	7	1139	1	0	102	0	0	8	0	7	26	0	20	1	0	0	0	0	134	0	0	0	1	415	473	1	105	4	0	0	0	100	0	3	0	303	781	0	0	0	0	30575	40	0	0	101	0	0	1	5	0	0	52	0	0	0	0	0	0	1	0	15	0	0	4	0	0	0	5	5	0	2	0	0	44	0	0	3	0	4	0	0	0	27	320	0	0	0	0	0	0	12	0	0	0	2	0	0	6	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	18	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	2	83	0	12	63	0	0	0	0	0	0	0
Zotu2127	174	7	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	17	0	0	0	0	0	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	14	0	2	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
